config,name,component,value,unit,artifact_id
virus-skipgram,system.cpu.utilization,legacy,44.4,percent,3720448-chunk-1
virus-skipgram,system.load_average.1m,legacy,2.55078125,load,3720448-chunk-1
virus-skipgram,system.load_average.5m,legacy,2.5068359375,load,3720448-chunk-1
virus-skipgram,system.load_average.15m,legacy,2.3076171875,load,3720448-chunk-1
virus-skipgram,process.memory.rss,legacy,91410432.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.vms,legacy,99631104.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.uss,legacy,79704064.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.used,legacy,8790274048.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.available,legacy,41724940288.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.utilization,legacy,17.4,percent,3720448-chunk-1
virus-skipgram,system.swap.used,legacy,0.0,bytes,3720448-chunk-1
virus-skipgram,system.swap.utilization,legacy,0.0,percent,3720448-chunk-1
virus-skipgram,duui.request.duration,legacy,8.419726000283845,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,legacy,92.05212958978655,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,legacy,11.0,count,3720448-chunk-1
virus-skipgram,duui.request.duration,legacy,8.419726000283845,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,legacy,50.00786915496375,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,legacy,6.0,count,3720448-chunk-1
virus-skipgram,duui.request.duration,legacy,8.419726000283845,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,legacy,683.6620494733199,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,legacy,1.0,count,3720448-chunk-1
virus-skipgram,gazetteer_matches,modern,0.0,count,3720448-chunk-1
virus-skipgram,gazetteer_processing_ms,modern,2.0,milliseconds,3720448-chunk-1
virus-skipgram,process.cpu.utilization,modern,0.0,percent,3720448-chunk-1
virus-skipgram,process.cpu.time.user,modern,1.0,seconds,3720448-chunk-1
virus-skipgram,process.cpu.time.system,modern,0.25,seconds,3720448-chunk-1
virus-skipgram,process.context_switches.voluntary,modern,22.0,count,3720448-chunk-1
virus-skipgram,process.context_switches.involuntary,modern,18.0,count,3720448-chunk-1
virus-skipgram,system.cpu.utilization,modern,44.4,percent,3720448-chunk-1
virus-skipgram,system.load_average.1m,modern,2.55078125,load,3720448-chunk-1
virus-skipgram,system.load_average.5m,modern,2.5068359375,load,3720448-chunk-1
virus-skipgram,system.load_average.15m,modern,2.3076171875,load,3720448-chunk-1
virus-skipgram,process.memory.rss,modern,91566080.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.vms,modern,99631104.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.uss,modern,79863808.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.used,modern,8790274048.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.available,modern,41724940288.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.utilization,modern,17.4,percent,3720448-chunk-1
virus-skipgram,system.swap.used,modern,0.0,bytes,3720448-chunk-1
virus-skipgram,system.swap.utilization,modern,0.0,percent,3720448-chunk-1
virus-skipgram,process.cpu.utilization,modern,0.0,percent,3720448-chunk-1
virus-skipgram,process.cpu.time.user,modern,1.0,seconds,3720448-chunk-1
virus-skipgram,process.cpu.time.system,modern,0.25,seconds,3720448-chunk-1
virus-skipgram,process.context_switches.voluntary,modern,24.0,count,3720448-chunk-1
virus-skipgram,process.context_switches.involuntary,modern,18.0,count,3720448-chunk-1
virus-skipgram,system.cpu.utilization,modern,16.7,percent,3720448-chunk-1
virus-skipgram,system.load_average.1m,modern,2.55078125,load,3720448-chunk-1
virus-skipgram,system.load_average.5m,modern,2.5068359375,load,3720448-chunk-1
virus-skipgram,system.load_average.15m,modern,2.3076171875,load,3720448-chunk-1
virus-skipgram,process.memory.rss,modern,91590656.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.vms,modern,99631104.0,bytes,3720448-chunk-1
virus-skipgram,process.memory.uss,modern,79884288.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.used,modern,8790274048.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.available,modern,41724940288.0,bytes,3720448-chunk-1
virus-skipgram,system.memory.utilization,modern,17.4,percent,3720448-chunk-1
virus-skipgram,system.swap.used,modern,0.0,bytes,3720448-chunk-1
virus-skipgram,system.swap.utilization,modern,0.0,percent,3720448-chunk-1
virus-skipgram,duui.request.duration,modern,7.618212000124913,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,modern,90.63131690845034,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,modern,12.0,count,3720448-chunk-1
virus-skipgram,duui.request.duration,modern,7.618212000124913,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,modern,49.040860886153,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,modern,6.0,count,3720448-chunk-1
virus-skipgram,duui.request.duration,modern,7.618212000124913,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-1
virus-skipgram,duui.request.throughput,modern,1000.0,requests_per_second,3720448-chunk-1
virus-skipgram,duui.request.count,modern,1.0,count,3720448-chunk-1
virus-skipgram,gazetteer_legacy_matches,legacy,0.0,count,3720448-chunk-2
virus-skipgram,gazetteer_legacy_processing_ms,legacy,2.0,milliseconds,3720448-chunk-2
virus-skipgram,process.cpu.utilization,legacy,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.time.user,legacy,1.0,seconds,3720448-chunk-2
virus-skipgram,process.cpu.time.system,legacy,0.25,seconds,3720448-chunk-2
virus-skipgram,process.context_switches.voluntary,legacy,24.0,count,3720448-chunk-2
virus-skipgram,process.context_switches.involuntary,legacy,18.0,count,3720448-chunk-2
virus-skipgram,system.cpu.utilization,legacy,44.4,percent,3720448-chunk-2
virus-skipgram,system.load_average.1m,legacy,2.55078125,load,3720448-chunk-2
virus-skipgram,system.load_average.5m,legacy,2.5068359375,load,3720448-chunk-2
virus-skipgram,system.load_average.15m,legacy,2.3076171875,load,3720448-chunk-2
virus-skipgram,process.memory.rss,legacy,91762688.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.vms,legacy,99631104.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.uss,legacy,80056320.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.used,legacy,8790274048.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.available,legacy,41724940288.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.utilization,legacy,17.4,percent,3720448-chunk-2
virus-skipgram,system.swap.used,legacy,0.0,bytes,3720448-chunk-2
virus-skipgram,system.swap.utilization,legacy,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.utilization,legacy,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.time.user,legacy,1.0,seconds,3720448-chunk-2
virus-skipgram,process.cpu.time.system,legacy,0.25,seconds,3720448-chunk-2
virus-skipgram,process.context_switches.voluntary,legacy,26.0,count,3720448-chunk-2
virus-skipgram,process.context_switches.involuntary,legacy,18.0,count,3720448-chunk-2
virus-skipgram,system.cpu.utilization,legacy,0.0,percent,3720448-chunk-2
virus-skipgram,system.load_average.1m,legacy,2.55078125,load,3720448-chunk-2
virus-skipgram,system.load_average.5m,legacy,2.5068359375,load,3720448-chunk-2
virus-skipgram,system.load_average.15m,legacy,2.3076171875,load,3720448-chunk-2
virus-skipgram,process.memory.rss,legacy,91770880.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.vms,legacy,99631104.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.uss,legacy,80064512.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.used,legacy,8790622208.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.available,legacy,41724592128.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.utilization,legacy,17.4,percent,3720448-chunk-2
virus-skipgram,system.swap.used,legacy,0.0,bytes,3720448-chunk-2
virus-skipgram,system.swap.utilization,legacy,0.0,percent,3720448-chunk-2
virus-skipgram,duui.request.duration,legacy,6.423553999866272,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,legacy,90.56088620169194,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,legacy,13.0,count,3720448-chunk-2
virus-skipgram,duui.request.duration,legacy,6.423553999866272,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,legacy,48.648672954181244,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,legacy,7.0,count,3720448-chunk-2
virus-skipgram,duui.request.duration,legacy,6.423553999866272,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,legacy,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,legacy,1000.0,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,legacy,1.0,count,3720448-chunk-2
virus-skipgram,gazetteer_matches,modern,0.0,count,3720448-chunk-2
virus-skipgram,gazetteer_processing_ms,modern,3.0,milliseconds,3720448-chunk-2
virus-skipgram,process.cpu.utilization,modern,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.time.user,modern,1.01,seconds,3720448-chunk-2
virus-skipgram,process.cpu.time.system,modern,0.26,seconds,3720448-chunk-2
virus-skipgram,process.context_switches.voluntary,modern,26.0,count,3720448-chunk-2
virus-skipgram,process.context_switches.involuntary,modern,19.0,count,3720448-chunk-2
virus-skipgram,system.cpu.utilization,modern,44.4,percent,3720448-chunk-2
virus-skipgram,system.load_average.1m,modern,2.55078125,load,3720448-chunk-2
virus-skipgram,system.load_average.5m,modern,2.5068359375,load,3720448-chunk-2
virus-skipgram,system.load_average.15m,modern,2.3076171875,load,3720448-chunk-2
virus-skipgram,process.memory.rss,modern,91938816.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.vms,modern,99631104.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.uss,modern,80232448.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.used,modern,8790622208.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.available,modern,41724592128.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.utilization,modern,17.4,percent,3720448-chunk-2
virus-skipgram,system.swap.used,modern,0.0,bytes,3720448-chunk-2
virus-skipgram,system.swap.utilization,modern,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.utilization,modern,0.0,percent,3720448-chunk-2
virus-skipgram,process.cpu.time.user,modern,1.01,seconds,3720448-chunk-2
virus-skipgram,process.cpu.time.system,modern,0.26,seconds,3720448-chunk-2
virus-skipgram,process.context_switches.voluntary,modern,28.0,count,3720448-chunk-2
virus-skipgram,process.context_switches.involuntary,modern,19.0,count,3720448-chunk-2
virus-skipgram,system.cpu.utilization,modern,20.0,percent,3720448-chunk-2
virus-skipgram,system.load_average.1m,modern,2.55078125,load,3720448-chunk-2
virus-skipgram,system.load_average.5m,modern,2.5068359375,load,3720448-chunk-2
virus-skipgram,system.load_average.15m,modern,2.3076171875,load,3720448-chunk-2
virus-skipgram,process.memory.rss,modern,91955200.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.vms,modern,99631104.0,bytes,3720448-chunk-2
virus-skipgram,process.memory.uss,modern,80248832.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.used,modern,8790622208.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.available,modern,41724592128.0,bytes,3720448-chunk-2
virus-skipgram,system.memory.utilization,modern,17.4,percent,3720448-chunk-2
virus-skipgram,system.swap.used,modern,0.0,bytes,3720448-chunk-2
virus-skipgram,system.swap.utilization,modern,0.0,percent,3720448-chunk-2
virus-skipgram,duui.request.duration,modern,7.153173000006063,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,modern,90.30750337059906,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,modern,14.0,count,3720448-chunk-2
virus-skipgram,duui.request.duration,modern,7.153173000006063,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,modern,48.29506085454975,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,modern,7.0,count,3720448-chunk-2
virus-skipgram,duui.request.duration,modern,7.153173000006063,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.duration.histogram,modern,,milliseconds,3720448-chunk-2
virus-skipgram,duui.request.throughput,modern,1000.0,requests_per_second,3720448-chunk-2
virus-skipgram,duui.request.count,modern,1.0,count,3720448-chunk-2
