TAXONERD_BASELINE_VS_ASYNC_XMI	document=4513701	chars=10768	baseline_taxa=72	async_taxa=72	output_equal=true	baseline_best_ms=0	async_best_ms=0	delta_ms=0	baseline_serialize_ms=9.0	baseline_response_wait_ms=192507.0	baseline_apply_ms=22.0	baseline_request_bytes=11121	baseline_response_bytes=17929	async_serialize_ms=90746.5	async_request_ms=90518.0	async_apply_ms=1.8	async_request_bytes=11745	async_response_bytes=11796	baseline_types={Taxon=72, AnnotationComment=288, AnnotatorMetaData=13548, DocumentModification=2}	async_types={Taxon=72, AnnotationComment=288, AnnotatorMetaData=13477, DocumentModification=2}
TAXONERD_BASELINE_VS_ASYNC_XMI	document=4566707	chars=9769	baseline_taxa=148	async_taxa=148	output_equal=true	baseline_best_ms=0	async_best_ms=0	delta_ms=0	baseline_serialize_ms=12.0	baseline_response_wait_ms=465782.0	baseline_apply_ms=89.0	baseline_request_bytes=9976	baseline_response_bytes=37422	async_serialize_ms=893.4	async_request_ms=1628.0	async_apply_ms=1.1	async_request_bytes=24529	async_response_bytes=24580	baseline_types={Taxon=148, AnnotationComment=592, AnnotatorMetaData=9388, DocumentModification=2}	async_types={Taxon=148, AnnotationComment=592, AnnotatorMetaData=9241, DocumentModification=2}
